#onokad	O=0.9999865293502808|NORM=1.2970642274012789e-05
svida	O=0.9994773268699646|NORM=0.0005220418679527938
mi	O=0.9999822378158569|NORM=1.752749267325271e-05
se	O=0.9999767541885376|NORM=2.301558924955316e-05
mentalitet	O=0.9999608993530273|NORM=3.82423895644024e-05
ovdje	O=0.9999823570251465|NORM=1.7025924535118975e-05
.	O=0.999993085861206|NORM=5.698198037862312e-06

zm	O=0.999352753162384|NORM=0.0006415509269572794
:	O=0.9999749660491943|NORM=2.1816758817294613e-05
hrvatska	O=0.999900221824646|NORM=9.909274376695976e-05
živi	O=0.9999189376831055|NORM=7.981107773957774e-05
u	O=0.9999803304672241|NORM=1.9387181964702904e-05
takvom	O=0.9999659061431885|NORM=3.384600859135389e-05
okruženju	O=0.999948263168335|NORM=5.142650115885772e-05
anemične	O=0.9998152852058411|NORM=0.0001843536738306284
i	O=0.9999810457229614|NORM=1.8767701476463117e-05
slabe	O=0.9997721314430237|NORM=0.0002273981081089005
sjeverne	O=0.9997953772544861|NORM=0.00020411369041539729
italije	O=0.9999122619628906|NORM=8.738672477193177e-05
koja	O=0.9999821186065674|NORM=1.749926377669908e-05
pada	O=0.9999161958694458|NORM=8.256978617282584e-05
ekonomski	O=0.9996021389961243|NORM=0.0003939978778362274
,	O=0.9999825954437256|NORM=1.6705009329598397e-05
njemačke	O=0.9995474219322205|NORM=0.0004497671325225383
koja	O=0.9999790191650391|NORM=2.0557927200570703e-05
stagnira	O=0.9999486207962036|NORM=4.99330744787585e-05
i	O=0.9999879598617554|NORM=1.1850208466057666e-05
mi	O=0.9999575614929199|NORM=4.2082338040927425e-05
se	O=0.9999669790267944|NORM=3.290347012807615e-05
držimo	O=0.9999111890792847|NORM=8.780993084656075e-05
tu	O=0.9999440908432007|NORM=5.5451768275815994e-05
negdje	O=0.9999575614929199|NORM=4.19144744228106e-05

dan	O=0.9996812343597412|NORM=0.00031815702095627785
osrednjeg	O=0.9966322779655457|NORM=0.003366632852703333
gothic	O=0.9970169067382812|NORM=0.0029790145345032215
make-upa	O=0.9995580315589905|NORM=0.00043974383152090013
s	O=0.9999231100082397|NORM=7.616304355906323e-05
naglašenim	O=0.9969011545181274|NORM=0.0030981390736997128
eastern	O=0.9996864795684814|NORM=0.0003128502576146275
european	O=0.9995015859603882|NORM=0.0004977858043275774
naglaskom	O=0.997530996799469|NORM=0.0024658984038978815
oliti	O=0.838360607624054|NORM=0.16161800920963287
piđn	NORM=0.7199581861495972|O=0.27995994687080383
.	O=0.99998939037323|NORM=9.948854312824551e-06

viđu	O=0.9987412095069885|NORM=0.0012564505450427532
kozaka	O=0.9929496049880981|NORM=0.007038663141429424
kako	O=0.999969482421875|NORM=3.0044460800127126e-05
uvodi	O=0.999958872795105|NORM=4.064817039761692e-05
mir	O=0.999962568283081|NORM=3.6949353670934215e-05
i	O=0.999988317489624|NORM=1.1442719369370025e-05
red	O=0.9999585151672363|NORM=4.093657844350673e-05
na	O=0.9999655485153198|NORM=3.4252836485393345e-05
ulice	O=0.9997112154960632|NORM=0.0002879493113141507
nam	O=0.9644174575805664|NORM=0.03557862713932991
brackoga	O=0.8503237366676331|NORM=0.1496461033821106
sočija	O=0.9941723942756653|NORM=0.005825837142765522
:	O=0.999987006187439|NORM=1.23638319564634e-05
http://t.co/y5yhxctxpo	O=0.999976396560669|NORM=2.3395665266434662e-05
...	O=0.9999487400054932|NORM=5.048868479207158e-05

svaki	O=0.9999829530715942|NORM=1.6603160474915057e-05
dan	O=0.9999618530273438|NORM=3.6183038901071995e-05
sve	O=0.9999899864196777|NORM=9.693078936834354e-06
luđe	O=0.9999707937240601|NORM=2.7931391741731204e-05
i	O=0.9999798536300659|NORM=1.9883016648236662e-05
luđe	O=0.9999557733535767|NORM=4.329884541220963e-05
...	O=0.999984622001648|NORM=1.3991556443215813e-05

da	O=0.999980092048645|NORM=1.9354720279807225e-05
budemo	O=0.9997860789299011|NORM=0.0002108124317601323
sigurni	O=0.9999573230743408|NORM=4.194709617877379e-05
da	O=0.9999780654907227|NORM=2.1509600628633052e-05
ovi	O=0.999962329864502|NORM=3.702892718138173e-05
jazzeri	O=0.9512386322021484|NORM=0.04872589558362961
baš	O=0.9998980760574341|NORM=0.00010045766975963488
nikako	O=0.9996289014816284|NORM=0.00036804727278649807
ne	O=0.9999805688858032|NORM=1.8951834135805257e-05
mogu	O=0.9999797344207764|NORM=1.991100361919962e-05
stić	NORM=0.9737333059310913|O=0.02611294575035572
na	O=0.9999653100967407|NORM=3.4350570786045864e-05
pankić	O=0.7740640640258789|NORM=0.22591963410377502
veselje	O=0.9986977577209473|NORM=0.0013006023364141583
?	O=0.9999760389328003|NORM=2.1234483938314952e-05

:)	O=0.9999827146530151|NORM=1.5794734281371348e-05

@mrbarents	O=0.9999872446060181|NORM=1.227988650498446e-05
apsolutno	O=0.9998028874397278|NORM=0.00019637882360257208
!	O=0.9999909400939941|NORM=8.257087756646797e-06

iako	O=0.9999867677688599|NORM=1.3027360182604752e-05
nitko	O=0.9999886751174927|NORM=1.1123790500278119e-05
nije	O=0.9999866485595703|NORM=1.3032117749389727e-05
očekivao	O=0.9999713897705078|NORM=2.8157968699815683e-05
,	O=0.9999861717224121|NORM=1.2310452802921645e-05
ali	O=0.9999780654907227|NORM=2.1547171854763292e-05
marina	O=0.9998887777328491|NORM=0.00011067948798881844
tucaković	O=0.9994813799858093|NORM=0.0005178932333365083
i	O=0.9999887943267822|NORM=1.0958345228573307e-05
nina	O=0.9996660947799683|NORM=0.0003325334400869906
su	O=0.9999758005142212|NORM=2.3972561393748038e-05
dobitna	O=0.9999312162399292|NORM=6.863596354378387e-05
kombinacija	O=0.9998714923858643|NORM=0.00012770049215760082
http://t.co/qvdy1iylyi	O=0.9999845027923584|NORM=1.531650559627451e-05
@ninabadric7	O=0.9999911785125732|NORM=8.625572263554204e-06
@danijelpavlovic	O=0.9999734163284302|NORM=2.6336429073126055e-05
#dand	O=0.9999911785125732|NORM=8.56868973642122e-06

život	O=0.9999749660491943|NORM=2.4788367227301933e-05
nema	O=0.999975323677063|NORM=2.425092134217266e-05
kočnice	O=0.999954104423523|NORM=4.5310949644772336e-05
.	O=0.9999911785125732|NORM=6.510942057502689e-06

bingo	O=0.9970499277114868|NORM=0.0029383297078311443
.	O=0.9999891519546509|NORM=8.01623536972329e-06

:d	O=0.9999630451202393|NORM=3.541025216691196e-05
—	O=0.9999840259552002|NORM=1.5101775716175325e-05
feeling	O=0.9999814033508301|NORM=1.7556505554239266e-05
happy	O=0.9999850988388062|NORM=1.3679315998160746e-05

drago	O=0.9999667406082153|NORM=3.275840572314337e-05
mi	O=0.9999704360961914|NORM=2.9303455448825844e-05
je	O=0.9999847412109375|NORM=1.5176095985225402e-05
sto	NORM=0.9989339709281921|O=0.0009892077650874853
je	O=0.9999845027923584|NORM=1.5309422451537102e-05
na	O=0.9999825954437256|NORM=1.7169335478683934e-05
zgfestivalu	O=0.9659276008605957|NORM=0.034065213054418564
bilo	O=0.9999611377716064|NORM=3.857605770463124e-05
najvise	NORM=0.9992626309394836|O=0.0007292398368008435
fiumana	NORM=0.7954590916633606|O=0.20452246069908142
dosad	O=0.9999042749404907|NORM=9.545729699311778e-05
;	O=0.9999287128448486|NORM=7.023189391475171e-05
dijelom	O=0.9998501539230347|NORM=0.0001496166514698416
izvodjaci	NORM=0.9996768236160278|O=0.0003144415095448494
,	O=0.9999195337295532|NORM=7.998782530194148e-05
dijelom	O=0.9994111061096191|NORM=0.0005881796241737902
prateci	NORM=0.99925297498703|O=0.0007357668364420533
bend	O=0.9996991157531738|NORM=0.0003000193974003196
a	O=0.9990635514259338|NORM=0.0009357765084132552
bome	O=0.9944224953651428|NORM=0.005568785592913628
i	O=0.999935507774353|NORM=6.438317359425128e-05
u	O=0.9999775886535645|NORM=2.2163254470797256e-05
publici	O=0.999701201915741|NORM=0.00029814097797498107
!	O=0.9999605417251587|NORM=3.7677604268537834e-05

ono	O=0.9999552965164185|NORM=4.4404911022866145e-05
nee	O=0.9929211735725403|NORM=0.007077261805534363
,	O=0.9999732971191406|NORM=2.5730341803864576e-05
gdje	O=0.995653510093689|NORM=0.004345439840108156
si	O=0.9996181726455688|NORM=0.00038130406755954027
vidila	NORM=0.9975693821907043|O=0.0024216026067733765
ić	NORM=0.9964724779129028|O=0.0035224580205976963
u	O=0.9997060894966125|NORM=0.0002931593044195324
školu	O=0.9999229907989502|NORM=7.614523929078132e-05
utorkom	O=0.9986870884895325|NORM=0.0013118432834744453
,	O=0.9999825954437256|NORM=1.6643249182379805e-05
tek	O=0.999956488609314|NORM=4.3306681618560106e-05
si	O=0.9996814727783203|NORM=0.00031800087890587747
dns	NORM=0.9811362624168396|O=0.018849791958928108
dobila	O=0.9999337196350098|NORM=6.576093437615782e-05
raspored	O=0.9996187686920166|NORM=0.0003796363598667085
,	O=0.9999750852584839|NORM=2.3820515707484446e-05
božee	NORM=0.7504419684410095|O=0.2495334893465042
.	O=0.999987006187439|NORM=1.1655067282845266e-05

quick	O=0.9893892407417297|NORM=0.01060489285737276
...	O=0.9999494552612305|NORM=4.9255741032538936e-05

http://t.co/oq2dr5e2mc	O=0.9999889135360718|NORM=1.0767741514428053e-05
#znatko	O=0.9999635219573975|NORM=3.6040073609910905e-05
#web	O=0.9999886751174927|NORM=1.1065723811043426e-05

nogometna	O=0.9999741315841675|NORM=2.5531177016091533e-05
groznica	O=0.999963641166687|NORM=3.592104258132167e-05
je	O=0.9999855756759644|NORM=1.4216529052646365e-05
u	O=0.9999847412109375|NORM=1.5107721992535517e-05
tijeku	O=0.9999655485153198|NORM=3.358779213158414e-05
!	O=0.999991774559021|NORM=6.578434749826556e-06

želim	O=0.9999927282333374|NORM=6.750532065780135e-06
odgovor	O=0.9997668862342834|NORM=0.0002325412060599774
,	O=0.9999910593032837|NORM=7.60219563744613e-06
rezultat	O=0.9999089241027832|NORM=9.068762301467359e-05
odmah	O=0.9999552965164185|NORM=4.3671396269928664e-05
i	O=0.9999868869781494|NORM=1.2831496860599145e-05
sada	O=0.9999814033508301|NORM=1.7995431335293688e-05
.	O=0.9999916553497314|NORM=6.539702098962152e-06

crna	O=0.9999517202377319|NORM=4.791820902028121e-05
koso	NORM=0.959518313407898|O=0.04046566039323807
ljubim	O=0.9999247789382935|NORM=7.465785893145949e-05
ti	O=0.999976396560669|NORM=2.3300455723074265e-05
ruke	O=0.9999862909317017|NORM=1.3319079698703717e-05

muž	O=0.9999558925628662|NORM=4.35355250374414e-05
danas	O=0.9999762773513794|NORM=2.3310720280278474e-05
oblači	O=0.9999405145645142|NORM=5.8951325627276674e-05
kilt	O=0.9608525633811951|NORM=0.039108287543058395
,	O=0.9999903440475464|NORM=7.798376827850007e-06
oh	O=0.9999483823776245|NORM=5.082470670458861e-05
da	O=0.9999833106994629|NORM=1.6429872630396858e-05
!	O=0.9999939203262329|NORM=5.158871772437124e-06

al	NORM=0.9996088147163391|O=0.0003065437194891274
nije	O=0.9998911619186401|NORM=0.0001082862145267427
,	O=0.9999887943267822|NORM=1.0076312719320413e-05
tako	O=0.9999383687973022|NORM=6.151687557576224e-05
da	O=0.9999678134918213|NORM=3.197911792085506e-05
fuck	O=0.9999815225601196|NORM=1.7983544239541516e-05
my	O=0.9999775886535645|NORM=1.992864599742461e-05
life	O=0.9999916553497314|NORM=7.885859304224141e-06
..	O=0.9999909400939941|NORM=8.437435099040158e-06

dino	O=0.9974919557571411|NORM=0.0025067604146897793
dvornik	O=0.9996390342712402|NORM=0.00036035888479091227
~	O=0.9999806880950928|NORM=1.890473868115805e-05
ništa	O=0.9999713897705078|NORM=2.8394189939717762e-05
kontra	O=0.9979026317596436|NORM=0.0020958217792212963
splita	O=0.9994797110557556|NORM=0.0005182510358281434
http://t.co/xtvenokmiw	O=0.9999828338623047|NORM=1.6873662389116362e-05

zašto	O=0.9999066591262817|NORM=9.265446715289727e-05
većina	O=0.9999827146530151|NORM=1.6861740732565522e-05
"	O=0.9999771118164062|NORM=2.2138019630801864e-05
samim	O=0.999810516834259|NORM=0.00018921551236417145
tim	O=0.9999001026153564|NORM=9.947040962288156e-05
"	O=0.9999815225601196|NORM=1.785462700354401e-05
(	O=0.9999901056289673|NORM=8.749572771193925e-06
lat.	O=0.9998495578765869|NORM=0.00014953696518205106
:	O=0.9999843835830688|NORM=1.463819444325054e-05
eo	O=0.9999232292175293|NORM=7.641428237548098e-05
ipso	O=0.999962329864502|NORM=3.728292358573526e-05
,	O=0.9999887943267822|NORM=1.0368820767325815e-05
ipso	O=0.9999608993530273|NORM=3.869749343721196e-05
facto	O=0.9999207258224487|NORM=7.828194065950811e-05
)	O=0.9999816417694092|NORM=1.761083876772318e-05
ima	O=0.9999868869781494|NORM=1.2788555068254936e-05
moć	O=0.9997534155845642|NORM=0.00024393359490204602
?	O=0.9999760389328003|NORM=1.7346179447486065e-05

uživajte	O=0.9999696016311646|NORM=3.0038017939659767e-05
!	O=0.9999918937683105|NORM=5.644752945954679e-06

temperatura	O=0.9999730587005615|NORM=2.6729507226264104e-05
od	O=0.9999575614929199|NORM=4.144532431382686e-05
12	O=0.9993290901184082|NORM=0.0006478233844973147
°	O=0.9999638795852661|NORM=3.441840090090409e-05
c	O=0.99989914894104|NORM=0.00010009819379774854
na	O=0.9999688863754272|NORM=3.072825347771868e-05
kopnu	O=0.9995102882385254|NORM=0.00048859539674595
do	O=0.9999803304672241|NORM=1.9116832845611498e-05
20	O=0.9998788833618164|NORM=0.00011892405018443242
°	O=0.9999768733978271|NORM=2.2416708816308528e-05
c	O=0.9999163150787354|NORM=8.315155719174072e-05
na	O=0.9999731779098511|NORM=2.6537034500506707e-05
jadranu	O=0.9996936321258545|NORM=0.00030498713022097945
.	O=0.9999821186065674|NORM=1.478065678384155e-05

inače	O=0.9999772310256958|NORM=2.2420863388106227e-05
preferiram	O=0.9999651908874512|NORM=3.4339198464294896e-05
sixt	O=0.9598349332809448|NORM=0.04015231877565384
i	O=0.9999854564666748|NORM=1.4170288523018826e-05
amc	O=0.9959456324577332|NORM=0.004023841582238674
(	O=0.9999804496765137|NORM=1.8891327272285707e-05
oryx	O=0.9967197775840759|NORM=0.0032671221997588873
)	O=0.9998737573623657|NORM=0.000121591285278555
.	O=0.9999685287475586|NORM=2.7185033104615286e-05

@utikejt	O=0.9999836683273315|NORM=1.5731056919321418e-05
dobro	O=0.9994400143623352|NORM=0.0005593305686488748
,	O=0.9999867677688599|NORM=1.2663271263591014e-05
reci	O=0.9994237422943115|NORM=0.0005751154385507107
mi	O=0.9999802112579346|NORM=1.9534354578354396e-05
,	O=0.999984622001648|NORM=1.4935098079149611e-05
po	O=0.9998546838760376|NORM=0.0001448750263080001
metodi	O=0.999619722366333|NORM=0.0003794168005697429
,	O=0.9999706745147705|NORM=2.848272015398834e-05
koja	O=0.9999842643737793|NORM=1.533256181573961e-05
je	O=0.9999778270721436|NORM=2.2047395759727806e-05
relevantna	O=0.9999679327011108|NORM=3.1821597076486796e-05
knjiga	O=0.9997448325157166|NORM=0.00025338606792502105
za	O=0.9998687505722046|NORM=0.0001307576458202675
ii	NORM=0.9649531841278076|O=0.035017047077417374
svjetski	O=0.8454940319061279|NORM=0.15443825721740723
na	O=0.9999617338180542|NORM=3.785370063269511e-05
našim	O=0.9999721050262451|NORM=2.762832446023822e-05
područjima	O=0.999962568283081|NORM=3.7017354770796373e-05
?	O=0.9999411106109619|NORM=5.64341462450102e-05

sinoć	O=0.9999616146087646|NORM=3.824737359536812e-05
predstava	O=0.9999527931213379|NORM=4.661267303163186e-05
u	O=0.9999803304672241|NORM=1.9388198779779486e-05
hnk	O=0.9986207485198975|NORM=0.0013755602994933724
,	O=0.9999868869781494|NORM=9.854589734459296e-06
a	O=0.9999823570251465|NORM=1.6677626263117418e-05
večeras	O=0.9999701976776123|NORM=2.949983718281146e-05
balet	O=0.9993273019790649|NORM=0.0006709216395393014
-	O=0.999915361404419|NORM=8.260153117589653e-05
orašar	O=0.9998998641967773|NORM=9.94692527456209e-05
.	O=0.9999853372573853|NORM=1.1825522051367443e-05

pola	O=0.9996228218078613|NORM=0.0003750938340090215
ure	O=0.9984309077262878|NORM=0.0015675685135647655
kulture	O=0.9997127652168274|NORM=0.00028612720780074596
proslo	NORM=0.9953421354293823|O=0.004647033289074898
bez	O=0.9999657869338989|NORM=3.358776666573249e-05
spomena	O=0.9993426203727722|NORM=0.0006560689653269947
komunista	O=0.9996501207351685|NORM=0.0003488555958028883
.	O=0.9999879598617554|NORM=1.1369735148036852e-05

postoji	O=0.9999878406524658|NORM=1.1863279723911546e-05
i	O=0.99997878074646|NORM=2.0954115825588815e-05
mjesto	O=0.9999730587005615|NORM=2.6539310056250542e-05
za	O=0.9999849796295166|NORM=1.4848486898699775e-05
your	O=0.9999629259109497|NORM=3.6519380955724046e-05
deepest	O=0.999948263168335|NORM=5.1573748351074755e-05
,	O=0.9999855756759644|NORM=1.3754921383224428e-05
darkest	O=0.9998687505722046|NORM=0.0001309083600062877
bookish	O=0.9992924928665161|NORM=0.0007070916472002864
secret	O=0.9999799728393555|NORM=1.9435474314377643e-05
:	O=0.9999798536300659|NORM=1.893489206850063e-05
http://t.co/byjjmo2wi5	O=0.9999902248382568|NORM=9.486365343036596e-06
#books	O=0.999966025352478|NORM=3.334273424115963e-05
#reading	O=0.9999920129776001|NORM=7.615227332280483e-06
#shame	O=0.9999939203262329|NORM=5.616691396426177e-06

"	O=0.9999939203262329|NORM=4.831530532101169e-06
tko	O=0.9999866485595703|NORM=1.3071962712274399e-05
vam	O=0.9999426603317261|NORM=5.628803410218097e-05
ih	O=0.9999666213989258|NORM=3.245332482038066e-05
je	O=0.9999865293502808|NORM=1.2991799849260133e-05
dao	O=0.9999896287918091|NORM=9.900556506181601e-06
"	O=0.9999872446060181|NORM=1.0769252185127698e-05

misterij	O=0.9999665021896362|NORM=3.3221818739548326e-05
sličan	O=0.9990750551223755|NORM=0.0009236462065018713
onom	O=0.999785840511322|NORM=0.0002138367126462981
s	O=0.9999758005142212|NORM=2.3876367777120322e-05
čarapama	O=0.9987816214561462|NORM=0.0012171833077445626
i	O=0.9999722242355347|NORM=2.752203363343142e-05
veš	NORM=0.5776165127754211|O=0.42236340045928955
mašinom	O=0.9989562034606934|NORM=0.0010420093312859535
.	O=0.9999926090240479|NORM=6.0991324062342755e-06

http://t.co/yfnwmelhsi	O=0.9999860525131226|NORM=1.3736378605244681e-05
a	O=0.9999562501907349|NORM=4.3477994040586054e-05
mozda	NORM=0.99958735704422|O=0.00036203686613589525
je	O=0.9999736547470093|NORM=2.6091964173247106e-05
reklama	O=0.9999457597732544|NORM=5.3663992730434984e-05

svi	O=0.9999921321868896|NORM=7.626610113220522e-06
su	O=0.9999794960021973|NORM=2.0246185158612207e-05
sposobni	O=0.9999802112579346|NORM=1.930215148604475e-05
svi	O=0.9999922513961792|NORM=7.54096527089132e-06
sve	O=0.9999918937683105|NORM=7.946717232698575e-06
znaju	O=0.999993085861206|NORM=6.579949513252359e-06
a	O=0.9999892711639404|NORM=1.034855540638091e-05
rezultati	O=0.9999502897262573|NORM=4.886296301265247e-05
države	O=0.9997377991676331|NORM=0.00026134279323741794
nikakvi	O=0.9999736547470093|NORM=2.599584149720613e-05
.	O=0.9999912977218628|NORM=7.578338681923924e-06

kreće	O=0.999944806098938|NORM=5.4288440878735855e-05
od	O=0.9999659061431885|NORM=3.373940126039088e-05
istoka	O=0.9999256134033203|NORM=7.358791481237859e-05
prema	O=0.9999089241027832|NORM=8.912637713365257e-05
zapadu	O=0.99989914894104|NORM=0.00010010621190303937
i	O=0.999985933303833|NORM=1.362007242278196e-05
izaziva	O=0.9999626874923706|NORM=3.682359601953067e-05
dobro	O=0.999976634979248|NORM=2.2851419998914935e-05
raspoloženje	O=0.9999723434448242|NORM=2.7416699595050886e-05
i	O=0.9999895095825195|NORM=1.0187039151787758e-05
osjećaj	O=0.9999812841415405|NORM=1.8280368749401532e-05
topline	O=0.9999552965164185|NORM=4.3807216570712626e-05
..	O=0.9999723434448242|NORM=2.63059282588074e-05

ni	O=0.9999386072158813|NORM=6.02535656071268e-05
ona	O=0.9999743700027466|NORM=2.4814486096147448e-05
njega	O=0.9999438524246216|NORM=5.5100725148804486e-05
.	O=0.9999879598617554|NORM=9.464639333600644e-06

što	O=0.9999089241027832|NORM=9.029031207319349e-05
biste	O=0.9668111801147461|NORM=0.03312968462705612
vi	O=0.999626874923706|NORM=0.0003715445345733315
napravili	O=0.9999165534973145|NORM=8.258965681307018e-05
sa	O=0.9999427795410156|NORM=5.529880945687182e-05
5	O=0.9987803101539612|NORM=0.001205978449434042
milijuna	O=0.9999569654464722|NORM=4.221443668939173e-05
dolara	O=0.999974250793457|NORM=2.4774075427558273e-05
?	O=0.9999856948852539|NORM=1.1762067515519448e-05

začuđujući	O=0.9999690055847168|NORM=3.0462679205811583e-05
učinci	O=0.9999504089355469|NORM=4.839937173528597e-05
marihuane	O=0.9999653100967407|NORM=3.3803502446971834e-05
